Frame	time	opcode_ch	bits
       953	       29.41	 N_A00D	f3b40046000016f517be0a18df590000600523
       954	       29.41	 N_A011	01fc0500
       955	       29.65	 N_A00D	f3cd00470000175117c395191f590000600521
       956	       29.65	 N_A011	01fd0500
       957	       29.90	 N_A00D	f3e600460000173f17c5fb18df590000600521
       958	       29.95	 N_A011	01fc0500
       959	       30.14	 N_A00D	f3ff0046000017ad17cb7818df590000600521
       960	       30.38	 N_A00D	f41800460000172d17d0cc18ef590000600522
       961	       30.38	 N_A011	01fd0500
       962	       30.63	 N_A00D	f43100460000178817d89d18cf590000600522
       963	       30.63	 N_A011	01fc0500
       964	       30.87	 N_A00D	f44a00460000172d17db1a18cf590000600522
       965	       30.87	 N_A011	01fd0500
       966	       31.11	 N_A00D	f46300470000177617dd0318cf590000600522
       967	       31.16	 N_A011	01fe0500
       968	       31.41	 N_A00D	f47c00470000175117de9718bf590000600521
       969	       31.41	 N_A011	01fc0500
       970	       31.65	 N_A00D	f49500460000175117e17c18ff590000600521
       971	       31.65	 N_A011	01fd0500
       972	       31.89	 N_A00D	f4ae00460000177617e90c18ef590000600522
       973	       32.14	 N_A00D	f4c700470000178817ee5c190f590000600521
       974	       32.14	 N_A011	01fc0500
       975	       32.38	 N_A00D	f4e000470000172d17f56d18af590000600522
       976	       32.38	 N_A011	01fe0500
       977	       32.63	 N_A00D	f4f900480000172d17f889191f590000600523
       978	       32.87	 N_A00D	f51200460000172d17ff85192f590000600521
       979	       32.92	 N_A011	01fd0500
       980	       33.11	 N_A00D	f52b00450000179b18067c190f590000600521
       981	       33.16	 N_A011	01fe0500
       982	       33.40	 N_A00D	f544004600001764180c40193f590000600522
       983	       33.41	 N_A011	01fd0500
       984	       33.65	 N_A00D	f55d00450000178818118c190f590000600523
       985	       33.89	 N_A00D	f57600450000172d181e5a191f590000600521
       986	       33.89	 N_A011	01fe0500
       987	       34.14	 N_A00D	f58f004500001788182741191f590000600522
       988	       34.18	 N_A011	01fd0500
       989	       34.43	 N_A00D	f5a800450000171a182e37191f590000600523
       990	       34.62	 N_A00D	f5c1004500001764183a93193f590000600522
       991	       34.62	 N_A011	01fe0500
       992	       34.87	 N_A00D	f5da00450000171a184576191f590000600522
       993	       34.96	 N_A011	01fd0500
       994	       35.11	 N_A00D	f5f3004400001788184c12195f590000600522
       995	       35.16	 N_A011	01fe0500
       996	       35.40	 N_A00D	f60c00450000172d1858d7191f590000600522
       997	       35.65	 N_A00D	f625004600001788186744195f590000600522
       998	       35.65	 N_A011	01fc0500
       999	       35.89	 N_A00D	f63e00450000172d186cef193f590000600522
      1000	       35.89	 N_A011	01fe0500
      1001	       36.14	 N_A00D	f657004300001776187b94193f590000600522
      1002	       36.38	 N_A00D	f67000440000172d188b26196f590000600522
      1003	       36.62	 N_A00D	f68900440000179b189778198e590000600523
      1004	       36.62	 N_A011	01ff0500
      1005	       36.87	 N_A00D	f6a200440000173f18a4bb199e590000600522
      1006	       36.92	 N_A011	01fe0500
      1007	       37.16	 N_A00D	f6bb0043000017ad18b323199e590000600524
      1008	       37.16	 N_A011	01fd0500
      1009	       37.40	 N_A00D	f6d400430000173f18c2e6196f590000600524
      1010	       37.40	 N_A011	01ff0500
      1011	       37.65	 N_A00D	f6ed00430000178818d03e19dd590000600523
      1012	       37.65	 N_A011	01fd0500
      1013	       37.89	 N_A00D	f70600440000177618dc27198e590000600522
      1014	       37.89	 N_A011	01fe0500
      1015	       38.06	 W_A00B	00971c500a3cc85900
      1017	       38.18	 N_A00D	f71f00450000179b18ec3e19be590000600523
      1018	       38.18	 N_A011	01ff0500
      1020	       38.43	 N_A00D	f73800450000175118fc54199e590000600523
      1021	       38.43	 N_A011	01fe0500
      1022	       38.62	 N_A00D	f75100440000179b190f881a2b590000600523
      1023	       38.87	 N_A00D	f76a004300001788191ca119cd590000600525
      1024	       38.91	 N_A011	01ff0500
      1025	       38.92	 W_A00B	009726500a3cc85900
      1028	       39.16	 N_A00D	f78300440000179b19269b19fc590000600523
      1029	       39.40	 N_A00D	f79c00440000173f1938921a1b590000600523
      1030	       39.40	 N_A011	02000500
      1031	       39.65	 N_A00D	f7b50044000017881945781a4a590000600524
      1032	       39.89	 N_A00D	f7ce004400001788195be51a3a590000600524
      1033	       39.89	 N_A011	01ff0500
      1034	       40.13	 N_A00D	f7e70044000017d11968e41a78590000600524
      1035	       40.13	 N_A011	02010500
      1036	       40.19	 W_A00B	009730500a3cc85900
      1038	       40.38	 N_A00D	f800004300001788197c901a3a590000600524
      1039	       40.38	 N_A011	02000500
      1041	       40.62	 N_A00D	f8190042000017ad198bed1a4a590000600525
      1042	       40.62	 N_A011	01ff0500
      1043	       40.86	 N_A00D	f8320044000017d1199c1a1a59590000600524
      1044	       40.91	 N_A011	02000500
      1045	       41.16	 N_A00D	f84b0044000017bf19aae11a78590000600524
      1046	       41.40	 N_A00D	f86400440000176419bca51a78590000600525
      1047	       41.40	 N_A011	01ff0500
      1048	       41.64	 N_A00D	f87d0045000017bf19d1cc1ac5590000600524
      1049	       41.64	 N_A011	02010500
      1050	       41.89	 N_A00D	f8960045000017ad19e0f91a78590000600526
      1051	       41.89	 N_A011	02000500
      1052	       42.13	 N_A00D	f8af00440000181919eaf81ac5590000600525
      1053	       42.38	 N_A00D	f8c80043000017e31a011b1ae3590000600525
      1054	       42.38	 N_A011	02010500
      1055	       42.62	 N_A00D	f8e10043000018071a13431ae3590000600526
      1056	       42.67	 N_A011	01ff0500
      1057	       42.86	 N_A00D	f8fa0044000017ad1a1ef21ac5590000600526
      1058	       42.96	 N_A011	02000500
      1059	       43.15	 N_A00D	f91300430000182b1a37c21b4d590000600527
      1060	       43.16	 N_A011	02010500
      1061	       43.40	 N_A00D	f92c0043000017ad1a4ae21b4d590000600525
      1062	       43.40	 N_A011	01ff0500
      1063	       43.64	 N_A00D	f9450043000018191a5c5e1b3e590000600525
      1064	       43.64	 N_A011	02010500
      1065	       43.89	 N_A00D	f95e0043000017d11a6fc21b2f590000600526
      1066	       44.13	 N_A00D	f9770043000018951a7ff21b6b590000600526
      1067	       44.13	 N_A011	01ff0500
      1068	       44.37	 N_A00D	f9900043000017f51a91731b5c590000600527
      1069	       44.37	 N_A011	02010500
      1070	       44.62	 N_A00D	f9a90042000018191aa3e61b7a590000600526
      1071	       44.67	 N_A011	02000500
      1072	       44.86	 N_A00D	f9c20042000018191ab9001ba7590000600527
      1073	       45.15	 N_A00D	f9db0043000018841ac8f81bc5590000600527
      1074	       45.40	 N_A00D	f9f40042000017f51ad68a1bb6590000600528
      1075	       45.40	 N_A011	01ff0500
      1076	       45.64	 N_A00D	fa0d0042000018951aede21c0f590000600527
      1077	       45.89	 N_A00D	fa260042000018071afe851bc5590000600528
      1078	       45.89	 N_A011	02000500
      1079	       46.18	 N_A00D	fa3f00430000184e1b0dd21c2d590000600527
      1080	       46.18	 N_A011	01ff0500
      1081	       46.37	 N_A00D	fa580042000018601b1ef11c00590000600527
      1082	       46.62	 N_A00D	fa710042000018721b2ede1c3b590000600527
      1083	       46.67	 N_A011	02010500
      1084	       46.91	 N_A00D	fa8a00420000183d1b431d1c1e590000600528
      1085	       46.91	 N_A011	01ff0500
      1086	       47.15	 N_A00D	faa30040000018841b54911ca2590000600528
      1087	       47.40	 N_A00D	fabc0041000018601b65231c76590000600528
      1088	       47.40	 N_A011	02010500
      1089	       47.64	 N_A00D	fad50040000018b91b771e1c93590000600527
      1090	       47.64	 N_A011	01ff0500
      1091	       47.88	 N_A00D	faee0041000018a71b88171c67590000600528
      1092	       47.88	 N_A011	02000500
      1093	       48.13	 N_A00D	fb070042000018ff1b9f211cb0590000600528
      1094	       48.37	 N_A00D	fb200042000018951bad5b1cbf590000600529
      1095	       48.37	 N_A011	01ff0500
      1096	       48.62	 N_A00D	fb390043000018ed1bbc8f1cf8590000600529
      1097	       48.66	 N_A011	02010500
      1098	       48.91	 N_A00D	fb520042000018a71bcb371cdc59000060052a
      1099	       48.91	 N_A011	02000500
      1100	       49.15	 N_A00D	fb6b0043000018ed1bd9d31d4f59000060052a
      1101	       49.40	 N_A00D	fb840043000018ed1bea001d07590000600529
      1102	       49.40	 N_A011	02010500
      1103	       49.64	 N_A00D	fb9d0043000019101bfe4c1d79590000600529
      1104	       49.64	 N_A011	02000500
      1105	       49.88	 N_A00D	fbb60042000018dc1c0a071d5d590000600529
      1106	       50.18	 N_A00D	fbcf0041000019211c164a1d6b59000060052a
      1107	       50.18	 N_A011	02010500
      1108	       50.37	 N_A00D	fbe80041000019101c2b921d9659000060052a
      1109	       50.53	 W_A012	
      1111	       50.66	 N_A00D	fc010042000019671c3de21deb59000060052b
      1113	       50.91	 N_A00D	fc1a0042000019101c4e381db2590000600529
      1114	       50.91	 N_A011	02020500
      1115	       51.15	 N_A00D	fc330043000019441c5c141df959000060052b
      1116	       51.20	 N_A011	02010500
      1117	       51.27	 W_A012	0000000100020000000000000000
      1119	       51.39	 N_A00D	fc4c0042000019551c71c81dcf590000600529
      1120	       51.44	 N_A012	00000000000200000000fffd8000
      1122	       51.56	 W_A012	0000000100010000000000000000
      1124	       51.64	 W_A012	0000000100000000000000000000
      1127	       51.88	 N_A00D	fc7e0041000019101c8b1b1e4d59000060052b
      1128	       51.88	 N_A011	02000500
      1129	       51.93	 N_A012	000000000001000100000000f9b3
      1130	       52.04	 W_A012	0000000103020000000000000000
      1132	       52.13	 N_A00D	fc970042000019df1c9aa21e3f59000060052a
      1133	       52.13	 N_A011	02010500
      1134	       52.22	 N_A012	000000000000000100000001199a
      1136	       52.37	 N_A00D	fcb00041000019ce1cabc91e4d59000060052c
      1137	       52.54	 W_A012	0000000103010000000000000000
      1139	       52.66	 N_A00D	fcc90041000019bd1cbc311e7759000060052c
      1140	       52.66	 N_A011	02000500
      1141	       52.66	 N_A012	000000000301000100000000f9b3
      1143	       52.91	 N_A00D	fce200420000199a1ccb541ed759000060052b
      1144	       52.91	 N_A011	02010500
      1145	       53.04	 W_A012	0000000103000000000000000000
      1147	       53.15	 N_A00D	fcfb0042000019ce1cd70c1ef359000060052d
      1148	       53.15	 N_A012	000000000300000100000001199a
      1150	       53.39	 N_A00D	fd14004000001a011cec3f1e9259000060052d
      1151	       53.39	 N_A011	02000500
      1152	       53.64	 N_A00D	fd2d0040000019f01cf5e51f1c59000060052c
      1153	       53.64	 N_A011	02020500
      1154	       53.88	 N_A00D	fd46004100001a221d09f81ee559000060052d
      1155	       54.12	 N_A00D	fd5f004100001a551d1de11f3759000060052d
      1156	       54.12	 N_A011	02010500
      1157	       54.37	 N_A00D	fd78004100001a331d23351f3759000060052d
      1158	       54.42	 N_A011	02020500
      1175	       54.66	 N_A00D	fd91004000001a871d34831f8959000060052d
      1176	       54.66	 N_A011	02010500
      1180	       54.90	 N_A00D	fdaa004000001a661d428f1f6059000060052e
      1186	       55.15	 N_A00D	fdc3004100001a661d53651fa459000060052d
      1187	       55.15	 N_A011	02030500
      1198	       55.39	 N_A00D	fddc003f00001a441d60841fcc59000060052d
      1199	       55.39	 N_A011	02020500
      1205	       55.64	 N_A00D	fdf5004000001aa81d6c971ff559000060052e
      1213	       55.88	 N_A00D	fe0e004000001a551d80d81fcc59000060052d
      1214	       55.88	 N_A011	02030500
      1220	       56.13	 N_A00D	fe27004000001aa81d95aa203759000060052e
      1221	       56.13	 N_A011	02020500
      1225	       56.37	 N_A00D	fe40004100001a871daa53200f59000060052f
      1226	       56.42	 N_A011	02030500
      1231	       56.66	 N_A00D	fe59004000001aca1dc075202a59000060052e
      1236	       56.90	 N_A00D	fe72003f00001aca1dd284205259000060052f
      1237	       56.90	 N_A011	02020500
      1245	       57.15	 N_A00D	fe8b004000001aeb1de79020a159000060052e
      1246	       57.15	 N_A011	02030500
      1252	       57.39	 N_A00D	fea4003f00001aca1dfa70208759000060052e
      1258	       57.63	 N_A00D	febd004000001aeb1e0f2720bc59000060052f
      1259	       57.63	 N_A011	02020500
      1263	       57.88	 N_A00D	fed6004000001aeb1e217d20c959000060052f
      1264	       57.88	 N_A011	02030500
      1271	       58.12	 N_A00D	feef004000001b4d1e2e2220f0590000600530
      1272	       58.12	 N_A011	02020500
      1280	       58.37	 N_A00D	ff08004000001b4d1e4206210a59000060052f
      1281	       58.41	 N_A011	02010500
      1285	       58.66	 N_A00D	ff21003e00001b4d1e53742124590000600530
      1286	       58.66	 N_A011	02020500
      1295	       58.90	 N_A00D	ff3a003e00001b4d1e6b22214b59000060052f
      1296	       58.90	 N_A011	02010500
      1302	       59.15	 N_A00D	ff53004000001b7e1e7b3d213f590000600530
      1311	       59.44	 N_A00D	ff6c003f00001b8e1e8505217f590000600530
      1312	       59.44	 N_A011	02020500
      1318	       59.63	 N_A00D	ff85003f00001bbf1e957521c0590000600530
      1319	       59.63	 N_A011	02010500
      1324	       59.88	 N_A00D	ff9e003f00001b7e1ea96321a6590000600530
      1325	       59.88	 N_A011	02030500
      1334	       60.12	 N_A00D	ffb7003f00001c0f1ebb9e21c0590000600530
      1335	       60.12	 N_A011	02040500
      1345	       60.36	 N_A00D	ffd0003f00001bcf1ecaed2226590000600530
      1346	       60.41	 N_A011	02020500
      1347	       60.66	 N_A00D	ffe9004000001c0f1ed8202219590000600531
      1348	       60.66	 N_A011	02030500
      1349	       60.90	 N_A00D	0002003e00001bff1ee5062219590000600531
      1350	       60.90	 N_A011	02040500
      1351	       61.14	 N_A00D	001b003e00001c0f1ef2ed224c590000600530
      1352	       61.15	 N_A011	02030500
      1353	       61.39	 N_A00D	0034004000001c1f1efe5e2266590000600531
      1354	       61.39	 N_A011	02040500
      1355	       61.63	 N_A00D	004d004000001c4f1f120522be590000600532
      1356	       61.88	 N_A00D	0066003e00001bff1f257b22a5590000600532
      1357	       61.88	 N_A011	02030500
      1358	       62.12	 N_A00D	007f003e00001c6f1f2eb722fd590000600532
      1359	       62.17	 N_A011	02050500
      1360	       62.36	 N_A00D	0098003e00001c5f1f42612316590000600532
      1361	       62.41	 N_A011	02040500
      1362	       62.66	 N_A00D	00b1003f00001c8e1f4da92354590000600532
      1363	       62.66	 N_A011	02030500
      1364	       62.90	 N_A00D	00ca003f00001c4f1f5b982347590000600533
      1365	       62.90	 N_A011	02050500
      1366	       63.14	 N_A00D	00e3003f00001c8e1f6a68236d590000600532
      1367	       63.14	 N_A011	02040500
      1368	       63.44	 N_A00D	00fc003f00001c8e1f7c00236d590000600533
      1369	       63.44	 N_A011	02030500
      1370	       63.63	 N_A00D	0115003f00001ced1f8ddb2385590000600534
      1371	       63.63	 N_A011	02040500
      1372	       63.87	 N_A00D	012e003f00001cbe1f9e472392590000600534
      1373	       63.88	 N_A011	02030500
      1374	       64.12	 N_A00D	0147003e00001ced1fa79c23e8590000600533
      1375	       64.17	 N_A011	02020500
      1376	       64.46	 N_A00D	0160003f00001ced1fbaa923e8590000600534
      1377	       64.46	 N_A011	02030500
      1378	       64.65	 N_A00D	0179003e00001d1b1fc83a2419590000600534
      1379	       64.65	 N_A011	02020500
      1380	       64.90	 N_A00D	0192003f00001cdd1fd4472431590000600534
      1381	       64.90	 N_A011	02030500
      1382	       65.14	 N_A00D	01ab004000001d781fe4902486590000600535
      1383	       65.14	 N_A011	02040500
      1384	       65.39	 N_A00D	01c4003f00001d3a1ff20424b6590000600534
      1385	       65.39	 N_A011	02030500
      1386	       65.63	 N_A00D	01dd003e00001d4a20018a24b6590000600535
      1387	       65.63	 N_A011	02040500
      1388	       65.87	 N_A00D	01f6003e00001d1b2013bd24b6590000600535
      1389	       65.92	 N_A011	02050500
      1390	       66.12	 N_A00D	020f003d00001d87201c01250a590000600535
      1391	       66.17	 N_A011	02030500
      1392	       66.41	 N_A00D	0228003f00001d87202c9924f2590000600536
      1393	       66.41	 N_A011	02040500
      1394	       66.65	 N_A00D	0241003f00001dc5203a6c253a590000600535
      1395	       66.90	 N_A00D	025a003e00001d69204abb2552590000600536
      1396	       66.90	 N_A011	02030500
      1397	       67.14	 N_A00D	0273003f00001da6205a81258d590000600536
      1398	       67.14	 N_A011	02050500
      1399	       67.43	 N_A00D	028c003f00001da6206ad3258d590000600536
      1400	       67.63	 N_A00D	02a5003e00001dd4207af925e0590000600537
      1401	       67.63	 N_A011	02040500
      1402	       67.87	 N_A00D	02be003f00001dd4208e3725f7590000600537
      1403	       67.92	 N_A011	02060500
      1404	       68.12	 N_A00D	02d7004000001df220949025f7590000600537
      1405	       68.16	 N_A011	02050500
      1406	       68.46	 N_A00D	02f0003f00001e2020a2a52626590000600537
      1407	       68.46	 N_A011	02040500
      1408	       68.70	 N_A00D	0309003f00001e1120b1c72683590000600537
      1409	       68.70	 N_A011	02050500
      1410	       68.90	 N_A00D	0322003f00001df220c194268f590000600537
      1411	       68.90	 N_A011	02040500
      1412	       69.14	 N_A00D	033b003e00001e1120d63f26a6590000600538
      1413	       69.14	 N_A011	02050500
      1414	       69.38	 N_A00D	0354003e00001e6b20e1b026c9590000600538
      1415	       69.38	 N_A011	02060500
      1416	       69.63	 N_A00D	036d003f00001e3e20f29a270e590000600537
      1417	       69.63	 N_A011	02050500
      1418	       69.87	 N_A00D	0386003f00001e9821024326f7590000600538
      1419	       70.16	 N_A00D	039f003f00001e89210d9f2730590000600538
      1420	       70.41	 N_A00D	03b8003e00001e6b2116862769590000600538
      1421	       70.41	 N_A011	02040500
      1422	       70.65	 N_A00D	03d1003d00001ea72126252769590000600539
      1423	       70.65	 N_A011	02050500
      1424	       70.89	 N_A00D	03ea003d00001e98213b212797590000600539
      1425	       70.90	 N_A011	02060500
      1426	       71.14	 N_A00D	0403003d00001ef12145d927db590000600539
      1427	       71.14	 N_A011	02040500
      1430	       71.38	 N_A00D	041c003e00001ef121559b27db590000600539
      1431	       71.38	 N_A011	02060500
      1452	       71.67	 N_A00D	0435003e00001f1e2162e4281e590000600539
      1453	       71.68	 N_A011	02050500
      1458	       71.87	 N_A00D	044e003d00001ef121727d2835590000600539
      1466	       72.11	 N_A00D	0467003f00001f00218239286d590000600539
      1467	       72.16	 N_A011	02070500
      1474	       72.41	 N_A00D	0480003f00001ee3219057288e59000060053a
      1475	       72.41	 N_A011	02050500
      1480	       72.65	 N_A00D	0499003e00001f5921a10528b059000060053b
      1488	       72.89	 N_A00D	04b2003e00001f4a21b45728c659000060053b
      1489	       72.90	 N_A011	02060500
      1498	       73.14	 N_A00D	04cb003e00001f7621c22928dc59000060053b
      1499	       73.14	 N_A011	02040500
      1504	       73.38	 N_A00D	04e4003f00001f0021cb27291459000060053b
      1505	       73.38	 N_A011	02050500
      1513	       73.63	 N_A00D	04fd003e00001f7621dffc291f59000060053b
      1518	       73.67	 N_A011	02070500
      1524	       73.87	 N_A00D	0516003d00001f8421eea6295659000060053b
      1525	       73.92	 N_A011	02050500
      1533	       74.16	 N_A00D	052f003d00001fb021f939299859000060053c
      1534	       74.16	 N_A011	02060500
      1542	       74.40	 N_A00D	0548003d00001f672207af29b859000060053b
      1543	       74.41	 N_A011	02070500
      1552	       74.65	 N_A00D	0561003e00001fb0221cc629e459000060053c
      1553	       74.65	 N_A011	02060500
      1561	       74.89	 N_A00D	057a003d00001f932225cc29fa59000060053c
      1562	       74.89	 N_A011	02070500
      1565	       75.14	 N_A00D	0593003e00001fdc223a9b2a5b59000060053c
      1574	       75.38	 N_A00D	05ac003e00001fbf224a2c2a3b59000060053c
      1575	       75.38	 N_A011	02060500
      1583	       75.62	 N_A00D	05c5003d00002007225dc32a8659000060053d
      1586	       75.67	 N_A011	02080500
      1593	       75.92	 N_A00D	05de003b00001fcd2264612abc59000060053c
      1594	       75.92	 N_A011	02060500
      1602	       76.16	 N_A00D	05f7003d0000204f226c412ad159000060053d
      1609	       76.40	 N_A00D	0610003e00001fea227f5b2af159000060053d
      1610	       76.40	 N_A011	02080500
      1615	       76.65	 N_A00D	0629003d00002040228ab12b1c59000060053d
      1616	       76.65	 N_A011	02070500
      1622	       76.89	 N_A00D	0642003e00002032229d282b5159000060053d
      1632	       77.13	 N_A00D	065b003d0000207922ab422b5159000060053e
      1633	       77.14	 N_A011	02080500
      1645	       77.38	 N_A00D	0674003d0000206b22bef32b9b59000060053e
      1646	       77.38	 N_A011	02070500
      1647	       77.62	 N_A00D	068d003e0000207922cd452bb059000060053e
      1648	       77.91	 N_A00D	06a6003e0000206b22d2b92bda59000060053f
      1649	       77.92	 N_A011	02080500
      1650	       78.16	 N_A00D	06bf003d000020cf22e8112c1959000060053e
      1651	       78.16	 N_A011	02060500
      1652	       78.40	 N_A00D	06d8003d000020a422f7bb2c4359000060053f
      1653	       78.40	 N_A011	02070500
      1654	       78.65	 N_A00D	06f1003e0000209622fe642c5859000060053f
      1655	       78.89	 N_A00D	070a003d000020a42309fb2c6d59000060053f
      1656	       78.89	 N_A011	02060500
      1657	       79.13	 N_A00D	0723003d000020dd2317ac2cab59000060053f
      1658	       79.13	 N_A011	02070500
      1659	       79.38	 N_A00D	073c003d000020f92326452cca59000060053f
      1660	       79.62	 N_A00D	0755003d000021072338d02cfe590000600540
      1661	       79.67	 N_A011	02060500
      1662	       79.91	 N_A00D	076e003d00002115234ad52d12590000600540
      1663	       79.91	 N_A011	02070500
      1664	       80.16	 N_A00D	0787003d000021312352ea2d50590000600540
      1665	       80.40	 N_A00D	07a0003d0000213f235af72d79590000600540
      1666	       80.40	 N_A011	02060500
      1667	       80.64	 N_A00D	07b9003d00002169236de62da2590000600541
      1668	       80.65	 N_A011	02080500
      1669	       80.89	 N_A00D	07d2003d0000214d2380a12dc1590000600541
      1670	       80.89	 N_A011	02060500
      1671	       81.13	 N_A00D	07eb003d0000215b23936d2e12590000600541
      1672	       81.38	 N_A00D	0804003d0000215b239f742e3a590000600541
      1673	       81.42	 N_A011	02070500
      1674	       81.67	 N_A00D	081d003c0000217723ac1d2e63590000600541
      1675	       81.67	 N_A011	02060500
      1676	       81.91	 N_A00D	0836003b0000217723c7542e77590000600542
      1677	       81.91	 N_A011	02070500
      1678	       82.16	 N_A00D	084f003b000021e523d6402eb3590000600542
      1679	       82.40	 N_A00D	0868003b0000217723e3a22ee5590000600542
      1680	       82.40	 N_A011	02060500
      1681	       82.64	 N_A00D	0881003b0000220e23f8502f2b590000600542
      1682	       82.64	 N_A011	02080500
      1683	       82.89	 N_A00D	089a003c000021a02408ea2f17590000600542
      1684	       83.13	 N_A00D	08b3003c000021f324168d2f53590000600543
      1685	       83.13	 N_A011	02070500
      1686	       83.38	 N_A00D	08cc003c000021ca242ed32f71590000600542
      1687	       83.42	 N_A011	02090500
      1688	       83.67	 N_A00D	08e5003c0000221c2440ae2fb6590000600543
      1689	       83.67	 N_A011	02080500
      1690	       83.91	 N_A00D	08fe003b000021f3244dac2fca590000600543
      1691	       83.91	 N_A011	02070500
      1692	       84.15	 N_A00D	0917003b00002237245f7c302c590000600543
      1693	       84.16	 N_A011	02090500
      1694	       84.40	 N_A00D	0930003c00002253246fe2300f590000600544
      1695	       84.40	 N_A011	02080500
      1696	       84.64	 N_A00D	0949003c00002260247986307b590000600544
      1697	       84.73	 W_A00F	0106010060
      1699	       84.89	 N_A00D	0962003c0000227b2483b63071590000600544
      1700	       84.89	 N_A011	02090500
      1702	       85.13	 N_A00D	097b003c0000228924920030bf590000600544
      1703	       85.13	 N_A011	02070500
      1704	       85.37	 N_A00D	0994003c0000224524aa1330dc590000600544
      1705	       85.40	 W_A010	004780b299180400
      1706	       85.42	 N_A011	02080500
      1708	       85.60	 W_A010	014030b178000400
      1711	       85.67	 N_A00D	09ad003b000022bf24b49d3117590000600544
      1712	       85.67	 W_A010	024090b150000400
      1714	       85.78	 W_A010	036e30b0ad1d0400
      1717	       85.87	 W_A010	044e30b0ff1d0400
      1718	       85.91	 N_A00D	09c6003c0000227b24bb7f3164590000600544
      1719	       85.91	 N_A011	02070500
      1721	       85.96	 W_A010	05411db0ff000400
      1724	       86.06	 W_A00B	00a030500a3cc85900
      1726	       86.15	 N_A00D	09df003c000022a424ccfa3177590000600545
      1727	       86.15	 N_A011	02080500
      1729	       86.40	 N_A00D	09f8003b0000227b24da1b318b590000600545
      1730	       86.40	 N_A011	02090500
      1731	       86.64	 N_A00D	0a11003d000022f524e66931c4590000600545
      1732	       86.64	 N_A011	02070500
      1733	       86.89	 N_A00D	0a2a003c000022bf24ef4c31e1590000600545
      1734	       86.89	 N_A011	02090500
      1735	       87.03	 W_A002	00
      1737	       87.13	 N_A00E	0000
      1738	       87.13	 N_A00D	0a43003c000022da24fc2b3211590000600546
      1898	       98.15	 W_A00D	
      1900	       98.28	 N_A00D	0c01003c0000257226228c321159000060054d
      1902	       98.48	 W_A011	
      1904	       98.62	 N_A00D	0c0f003c00002540262a5d321159000060054d
      1905	       98.62	 N_A011	020a0500
      1906	       98.64	 W_A00B	00a030500a3cc85900
      1909	       98.72	 W_A00F	0106010060
      1911	       98.82	 W_A010	004780b299180400
      1914	       98.92	 W_A010	014030b178000400
      1916	       99.02	 W_A010	024090b150000400
      1919	       99.12	 W_A010	036e30b0ad1d0400
      1921	       99.22	 W_A010	044e30b0ff1d0400
      1923	       99.26	 N_A00D	0c28003c000025722638bf321159000060054d
      1925	       99.31	 W_A010	05411db0ff000400
      1929	       99.50	 R_A001	0409000c067c24f200000000000000000000
      1930	       99.51	 W_A00E	
